EmployeeID,hours_mean,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3894,6.113123605533056,3,3,3.0,4.0,2.0,37,0,1.0,0.0,13,3,0.0,0.0,1,0.0,1.0,119040,1.0,12,1,6.0,4,6,1,3
3895,6.814511378848611,3,3,2.0,4.0,3.0,34,0,2.0,0.0,7,2,0.0,0.0,1,1.0,0.0,21770,1.0,13,0,10.0,5,10,8,7
3896,8.816842927264444,3,3,3.0,4.0,3.0,23,1,2.0,0.0,12,2,0.0,0.0,2,0.0,1.0,75250,1.0,14,2,3.0,2,3,0,2
3897,8.295401606425555,4,3,3.0,4.0,3.0,44,0,2.0,1.0,1,3,0.0,0.0,1,0.0,0.0,48340,1.0,14,0,9.0,1,8,6,7
3898,7.925203034359445,3,3,1.0,4.0,4.0,35,0,1.0,0.0,13,3,0.0,0.0,3,0.0,0.0,20420,0.0,16,0,6.0,2,5,1,4
3899,7.624027219990833,1,3,4.0,4.0,3.0,43,0,2.0,0.0,25,4,0.0,0.0,2,0.0,0.0,22200,1.0,11,0,10.0,2,10,8,8
3900,6.598115796519167,3,3,3.0,3.0,3.0,24,0,2.0,0.0,6,3,0.0,0.0,3,0.0,0.0,10520,1.0,13,0,5.0,3,5,0,4
3901,6.545668228469166,3,3,4.0,3.0,3.0,41,0,2.0,0.0,6,4,0.0,0.0,1,0.0,0.0,28210,1.0,17,0,10.0,3,10,8,7
3902,7.264733377956111,3,3,4.0,3.0,3.0,29,0,2.0,0.0,2,2,0.0,0.0,2,0.0,0.0,192370,9.0,11,1,9.0,2,5,1,2
3903,5.899261490405833,1,3,3.0,4.0,2.0,36,0,2.0,1.0,1,4,0.0,1.0,3,0.0,0.0,41070,3.0,11,1,17.0,2,13,6,7
3904,5.751953369031667,2,3,3.0,3.0,2.0,45,0,0.0,0.0,2,3,0.0,1.0,2,0.0,0.0,83960,3.0,15,2,25.0,3,23,14,4
3905,6.076227130745,2,3,4.0,3.0,3.0,24,1,2.0,0.0,6,2,0.0,1.0,2,0.0,0.0,20070,1.0,12,0,1.0,2,1,0,0
3906,6.5595470771975,3,3,3.0,3.0,1.0,47,1,1.0,0.0,1,3,0.0,1.0,2,0.0,0.0,196270,7.0,11,2,25.0,1,23,14,10
3907,7.3924007139669445,3,3,4.0,3.0,4.0,26,0,2.0,0.0,9,1,0.0,0.0,1,0.0,0.0,106860,1.0,14,1,3.0,2,3,0,2
3908,6.2317469879516665,3,4,4.0,2.0,3.0,45,0,2.0,0.0,1,4,0.0,0.0,1,0.0,0.0,29420,1.0,22,1,21.0,4,21,8,6
3909,6.728365684961944,3,3,1.0,3.0,2.0,32,0,1.0,0.0,1,1,0.0,0.0,2,0.0,0.0,88580,6.0,16,1,10.0,2,5,1,3
3910,6.673018741633055,3,3,2.0,3.0,4.0,31,0,2.0,0.0,14,2,0.0,0.0,1,0.0,0.0,167560,1.0,11,2,6.0,5,5,0,3
3911,7.215093708165833,1,3,3.0,2.0,3.0,41,0,0.0,0.0,2,2,0.0,0.0,2,0.0,0.0,107980,0.0,14,2,10.0,5,3,1,2
3912,9.422215528781667,3,3,2.0,1.0,3.0,40,0,2.0,0.0,22,2,0.0,0.0,1,1.0,0.0,23230,2.0,16,1,18.0,2,1,0,0
3913,5.787734270414722,2,3,2.0,1.0,4.0,24,0,2.0,0.0,3,3,0.0,1.0,1,0.0,1.0,14160,1.0,15,1,6.0,3,6,1,2
3914,7.095702811244722,2,3,3.0,2.0,3.0,46,0,2.0,0.0,6,3,0.0,0.0,4,0.0,0.0,46150,6.0,12,0,19.0,3,10,0,9
3915,7.138200580098055,3,4,4.0,3.0,3.0,35,0,2.0,0.0,8,4,0.0,0.0,1,0.0,0.0,24610,2.0,20,1,17.0,4,7,0,7
3916,6.757579205711667,3,3,2.0,4.0,2.0,30,0,2.0,0.0,9,4,0.0,0.0,1,0.0,0.0,87220,1.0,17,1,10.0,3,10,0,8
3917,7.3149352967425,3,3,3.0,2.0,1.0,47,0,0.0,0.0,3,2,0.0,1.0,2,0.0,0.0,39550,7.0,12,1,4.0,5,1,0,0
3918,9.117412985274166,3,4,3.0,4.0,2.0,46,0,2.0,0.0,1,4,0.0,1.0,3,0.0,1.0,99570,4.0,20,0,13.0,1,10,0,3
3919,10.328548639000278,3,4,2.0,1.0,3.0,36,1,2.0,0.0,1,3,0.0,0.0,2,0.0,1.0,33760,5.0,20,0,16.0,3,2,2,2
3920,6.4266822846941665,3,3,1.0,2.0,3.0,32,1,2.0,0.0,26,3,0.0,1.0,2,0.0,0.0,88230,6.0,13,2,10.0,3,0,0,0
3921,5.572168674698611,3,3,3.0,2.0,1.0,23,0,2.0,0.0,6,4,0.0,0.0,3,0.0,0.0,103220,1.0,14,2,3.0,2,3,1,2
3922,6.0268150379294445,3,3,4.0,4.0,2.0,31,0,1.0,0.0,3,3,0.0,0.0,2,0.0,0.0,46210,2.0,18,1,9.0,3,5,1,4
3923,9.82488174921889,2,3,4.0,4.0,3.0,39,0,0.0,0.0,3,3,0.0,1.0,2,0.0,0.0,109760,1.0,11,0,9.0,3,9,5,8
3924,7.439197902721944,2,3,4.0,3.0,1.0,32,0,2.0,0.0,6,3,0.0,0.0,1,0.0,0.0,36600,3.0,11,2,10.0,0,4,0,2
3925,7.271415662650556,2,3,2.0,2.0,2.0,40,0,2.0,0.0,6,3,0.0,0.0,3,0.0,0.0,104820,1.0,11,1,21.0,6,21,12,8
3926,7.133418116911945,3,3,3.0,3.0,4.0,45,0,2.0,0.0,19,4,0.0,0.0,1,0.0,0.0,71190,4.0,15,0,9.0,2,5,0,3
3927,5.690549977688334,3,3,4.0,1.0,3.0,30,0,1.0,0.0,9,3,0.0,0.0,1,0.0,0.0,95820,0.0,12,1,10.0,2,9,0,7
3928,5.79411535029,3,3,1.0,4.0,3.0,24,0,1.0,0.0,3,4,0.0,0.0,1,0.0,0.0,45080,0.0,11,1,3.0,5,2,2,1
3929,6.141852967425,3,3,3.0,4.0,2.0,30,1,1.0,0.0,10,3,0.0,1.0,1,0.0,1.0,22070,6.0,14,0,6.0,4,4,1,2
3930,7.484396474787777,4,3,1.0,3.0,3.0,31,0,2.0,0.0,3,2,0.0,0.0,3,0.0,0.0,77560,1.0,15,2,6.0,3,5,0,2
3931,5.792074966532778,2,3,3.0,4.0,2.0,27,0,2.0,0.0,3,3,0.0,0.0,1,0.0,0.0,66940,1.0,13,1,6.0,2,6,1,4
3932,6.613674698795,3,3,2.0,2.0,3.0,29,1,2.0,0.0,4,3,0.0,0.0,5,0.0,0.0,36910,1.0,13,0,2.0,3,2,2,2
3933,8.088929049531389,3,4,4.0,3.0,4.0,29,0,1.0,0.0,8,4,0.0,1.0,1,0.0,0.0,23770,8.0,21,1,10.0,2,3,0,2
3934,7.456358768406944,3,3,3.0,1.0,3.0,30,0,2.0,0.0,7,3,0.0,0.0,3,0.0,1.0,23130,2.0,11,0,12.0,5,7,1,7
3935,9.716358768406945,2,3,4.0,4.0,3.0,34,0,2.0,0.0,1,2,0.0,1.0,2,1.0,0.0,176650,0.0,11,0,6.0,5,5,1,2
3936,7.126475903614445,3,3,4.0,2.0,2.0,33,0,0.0,0.0,2,4,0.0,0.0,1,0.0,0.0,25960,8.0,14,1,13.0,4,11,1,7
3937,7.403985943775,3,3,4.0,4.0,4.0,49,0,2.0,0.0,3,4,0.0,0.0,1,0.0,0.0,47280,3.0,11,1,8.0,4,5,0,4
3938,7.939370816599722,1,3,1.0,1.0,2.0,33,1,2.0,0.0,10,3,0.0,0.0,1,0.0,0.0,43020,2.0,13,0,11.0,3,0,0,0
3939,7.594524765729444,3,3,3.0,2.0,2.0,38,0,1.0,0.0,28,3,0.0,0.0,1,1.0,0.0,29790,4.0,12,1,9.0,3,6,0,5
3940,5.772214413208333,3,3,1.0,3.0,3.0,31,1,2.0,1.0,9,4,1.0,0.0,2,0.0,0.0,168850,2.0,14,2,10.0,2,1,0,0
3941,6.059926372155278,3,3,4.0,1.0,3.0,29,0,2.0,0.0,3,4,0.0,1.0,2,0.0,1.0,55930,1.0,13,1,1.0,3,1,0,0
3942,6.433872155287777,3,3,3.0,3.0,3.0,30,0,2.0,0.0,2,1,0.0,0.0,1,0.0,0.0,104450,3.0,18,1,10.0,3,7,1,7
3943,5.550182954038333,3,3,2.0,2.0,3.0,32,0,0.0,0.0,10,4,0.0,1.0,1,0.0,0.0,87400,2.0,11,1,12.0,2,7,0,7
3944,8.854930834448888,2,3,2.0,4.0,3.0,38,0,2.0,0.0,8,2,0.0,1.0,1,0.0,0.0,25140,3.0,11,0,15.0,2,1,1,0
3945,8.029502454261388,3,3,3.0,3.0,3.0,43,1,1.0,0.0,1,4,0.0,0.0,3,0.0,0.0,76550,9.0,12,1,6.0,3,1,0,0
3946,6.4300457385094445,3,3,2.0,2.0,2.0,42,0,2.0,1.0,1,3,0.0,1.0,1,1.0,1.0,174650,8.0,13,1,7.0,3,5,0,4
3947,7.019018295403611,3,4,3.0,1.0,3.0,55,0,2.0,0.0,3,2,0.0,1.0,1,0.0,0.0,73510,8.0,20,1,34.0,3,1,0,0
3948,6.596749219098611,3,3,4.0,2.0,2.0,33,0,0.0,0.0,14,3,0.0,0.0,1,0.0,1.0,108200,5.0,12,0,11.0,2,9,1,7
3949,6.114340696117778,3,3,3.0,1.0,3.0,41,0,2.0,0.0,5,3,0.0,0.0,1,0.0,1.0,121690,1.0,19,0,5.0,2,5,0,4
3950,7.9238721552877776,2,4,4.0,3.0,3.0,34,0,0.0,0.0,7,4,0.0,1.0,1,0.0,1.0,196260,1.0,21,0,15.0,5,15,0,7
3951,7.992630522088334,4,3,1.0,3.0,2.0,53,0,0.0,0.0,10,4,0.0,0.0,2,1.0,0.0,20700,4.0,13,2,27.0,2,3,0,2
3952,5.964742302543334,3,3,2.0,4.0,3.0,43,0,2.0,0.0,16,2,0.0,1.0,1,0.0,0.0,67820,0.0,16,1,10.0,2,9,1,8
3953,7.4178458277552775,3,3,4.0,4.0,3.0,34,0,2.0,0.0,10,2,0.0,1.0,5,0.0,0.0,77790,5.0,12,1,6.0,2,2,2,2
3954,6.948126952253333,4,3,2.0,2.0,3.0,21,1,2.0,0.0,1,2,0.0,0.0,5,1.0,0.0,27910,1.0,14,0,1.0,3,1,1,0
3955,6.086103302097222,2,3,4.0,3.0,3.0,38,0,2.0,0.0,8,2,0.0,1.0,2,0.0,0.0,32010,1.0,11,1,5.0,3,5,0,4
3956,8.657309236947778,3,3,3.0,1.0,3.0,22,1,2.0,0.0,1,3,0.0,0.0,4,0.0,0.0,49680,1.0,14,0,1.0,3,1,0,0
3957,6.621734716644166,2,3,1.0,4.0,3.0,31,0,2.0,0.0,8,5,0.0,0.0,5,0.0,0.0,131200,1.0,12,2,13.0,6,12,5,7
3958,6.337705265506389,3,3,1.0,3.0,3.0,51,0,2.0,0.0,1,4,0.0,1.0,1,0.0,0.0,40330,2.0,14,0,15.0,2,2,2,2
3959,7.5121932173136114,2,3,2.0,2.0,3.0,37,0,2.0,0.0,24,1,0.0,0.0,2,0.0,0.0,32910,1.0,16,3,5.0,2,5,0,3
3960,9.266327532351388,4,3,3.0,4.0,3.0,46,0,2.0,0.0,3,4,0.0,1.0,1,0.0,1.0,42720,7.0,13,0,24.0,3,2,2,2
3961,9.215174029451111,2,3,4.0,1.0,3.0,36,0,2.0,0.0,27,3,0.0,1.0,4,0.0,0.0,50560,7.0,12,0,15.0,2,12,5,7
3962,9.0671485943775,4,3,3.0,2.0,2.0,44,1,1.0,0.0,10,4,0.0,0.0,1,0.0,1.0,28440,1.0,12,0,6.0,2,5,2,3
3963,5.507896028558611,3,3,3.0,2.0,2.0,37,0,2.0,0.0,19,2,0.0,0.0,2,0.0,1.0,27030,2.0,14,0,19.0,2,10,4,7
3964,8.249067380633612,3,4,3.0,4.0,3.0,35,1,2.0,0.0,15,4,0.0,0.0,2,0.0,0.0,19040,1.0,22,1,10.0,4,10,7,7
3965,7.849943105756111,3,3,4.0,1.0,3.0,33,0,2.0,0.0,8,5,0.0,0.0,2,0.0,0.0,82240,6.0,19,0,14.0,3,10,7,6
3966,7.219009370816389,3,3,3.0,4.0,4.0,28,0,2.0,0.0,9,3,0.0,1.0,2,0.0,0.0,47660,1.0,12,0,5.0,3,5,0,3
3967,6.420218652387222,2,3,3.0,3.0,3.0,39,0,2.0,0.0,3,4,0.0,1.0,2,0.0,0.0,26100,7.0,12,0,9.0,2,4,2,2
3968,6.324640785363611,3,3,2.0,2.0,3.0,46,0,0.0,0.0,9,2,0.0,0.0,2,0.0,0.0,57310,8.0,17,0,6.0,2,2,2,2
3969,6.051971218206111,3,3,3.0,1.0,2.0,40,0,2.0,0.0,2,2,0.0,0.0,1,0.0,0.0,25390,4.0,12,1,7.0,3,4,0,2
3970,6.398130298973611,3,3,2.0,1.0,2.0,42,0,2.0,0.0,7,4,0.0,1.0,2,0.0,0.0,57140,5.0,11,0,10.0,2,0,0,0
3971,6.550412762159723,3,3,2.0,4.0,3.0,35,0,0.0,0.0,10,1,0.0,1.0,2,0.0,1.0,43230,2.0,18,3,15.0,3,7,1,7
3972,7.493022088353333,3,3,1.0,2.0,3.0,38,0,0.0,0.0,6,4,0.0,0.0,3,0.0,1.0,73360,5.0,11,0,13.0,3,11,3,8
3973,7.261339803658889,4,4,4.0,1.0,2.0,34,1,1.0,0.0,2,1,0.0,0.0,1,0.0,0.0,134990,4.0,23,2,11.0,2,7,0,7
3974,5.796986836233611,3,3,4.0,1.0,1.0,37,1,2.0,0.0,24,3,0.0,0.0,1,0.0,0.0,137580,1.0,11,1,10.0,5,10,0,8
3975,5.945851182507778,2,3,3.0,4.0,3.0,39,0,1.0,0.0,2,1,0.0,0.0,2,1.0,1.0,51550,2.0,18,1,7.0,3,2,2,2
3976,6.910812137438611,3,3,1.0,3.0,2.0,43,0,0.0,1.0,8,5,0.0,1.0,3,0.0,0.0,22580,4.0,18,0,7.0,2,3,1,2
3977,7.473160419455556,1,3,2.0,2.0,1.0,41,0,2.0,0.0,3,3,0.0,0.0,3,0.0,0.0,35970,3.0,13,1,11.0,2,3,1,2
3978,9.870829986613055,2,3,3.0,3.0,4.0,41,0,2.0,0.0,1,1,0.0,0.0,3,0.0,1.0,25150,0.0,18,0,23.0,2,22,13,5
3979,6.8593674698794445,3,3,1.0,3.0,3.0,30,0,2.0,0.0,26,3,0.0,1.0,2,0.0,0.0,44200,9.0,11,0,9.0,3,7,0,2
3980,8.566610887996388,2,3,4.0,2.0,3.0,26,1,2.0,1.0,2,1,0.0,1.0,3,0.0,0.0,65780,0.0,15,2,6.0,3,5,1,4
3981,7.307313699241389,3,3,4.0,2.0,4.0,46,1,2.0,0.0,10,3,0.0,0.0,1,0.0,0.0,44220,4.0,11,1,13.0,2,9,3,7
3982,6.172550200803055,3,3,3.0,4.0,3.0,40,0,2.0,0.0,27,2,0.0,1.0,3,0.0,1.0,102740,4.0,18,0,12.0,3,5,0,3
3983,7.166540606871667,2,3,2.0,3.0,3.0,34,0,2.0,0.0,2,3,0.0,0.0,2,0.0,0.0,53430,1.0,14,0,10.0,5,10,4,8
3984,6.130056894243611,3,3,2.0,2.0,2.0,58,0,0.0,0.0,2,4,0.0,0.0,1,0.0,1.0,23760,4.0,12,1,37.0,3,16,14,14
3985,6.984533690316667,2,3,2.0,3.0,4.0,35,0,2.0,0.0,8,1,0.0,1.0,3,0.0,0.0,53460,0.0,14,0,6.0,3,5,0,3
3986,10.050332440874444,3,3,3.0,2.0,3.0,47,0,2.0,0.0,19,5,0.0,1.0,2,0.0,1.0,28270,8.0,14,1,28.0,3,22,14,10
3987,6.920330209727778,3,3,2.0,1.0,3.0,40,0,2.0,0.0,1,4,0.0,0.0,2,0.0,1.0,199430,2.0,13,1,15.0,3,7,7,7
3988,6.719713297634722,2,3,4.0,4.0,2.0,54,0,2.0,0.0,27,4,0.0,0.0,1,0.0,0.0,31310,4.0,14,0,14.0,3,7,1,7
3989,6.948790718429167,3,3,1.0,1.0,3.0,31,0,1.0,0.0,8,4,0.0,1.0,3,0.0,0.0,25520,2.0,18,0,9.0,2,3,2,2
3990,7.2242782240069445,3,3,3.0,1.0,3.0,28,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,44770,1.0,15,0,3.0,6,3,1,2
3991,8.799687639446667,1,3,2.0,4.0,2.0,38,0,2.0,0.0,19,3,0.0,1.0,2,0.0,0.0,64740,2.0,13,2,20.0,3,4,0,3
3992,5.783248549754444,2,3,3.0,4.0,3.0,26,0,2.0,0.0,8,3,0.0,1.0,1,1.0,0.0,30330,1.0,12,0,5.0,2,5,1,2
3993,9.171296296296111,3,3,1.0,3.0,3.0,58,0,1.0,0.0,10,4,0.0,1.0,1,0.0,0.0,29360,2.0,13,1,23.0,3,2,2,2
3994,6.970761936635278,3,4,2.0,3.0,1.0,18,0,0.0,0.0,2,3,0.0,0.0,3,0.0,0.0,186060,1.0,24,2,0.0,4,0,0,0
3995,5.616551762605833,3,3,4.0,1.0,3.0,31,1,2.0,0.0,2,3,0.0,0.0,3,0.0,0.0,21680,0.0,14,1,2.0,2,1,0,0
3996,8.334608433734722,2,3,1.0,1.0,3.0,29,1,2.0,0.0,8,2,0.0,0.0,1,0.0,1.0,28530,4.0,14,1,4.0,5,2,2,0
3997,6.8851729138775,2,3,3.0,3.0,4.0,45,0,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,170480,4.0,15,0,10.0,3,8,5,7
3998,10.1586099955375,3,3,4.0,2.0,3.0,36,0,2.0,0.0,2,3,0.0,1.0,5,0.0,0.0,22900,4.0,11,0,15.0,5,1,0,0
3999,6.618965863453611,3,4,1.0,4.0,3.0,43,0,1.0,0.0,8,3,0.0,0.0,1,0.0,0.0,36000,1.0,23,0,7.0,2,7,7,7
4000,9.846115573404722,3,3,4.0,4.0,2.0,27,0,1.0,0.0,8,4,0.0,0.0,5,0.0,0.0,21070,0.0,13,0,6.0,2,5,0,2
4001,7.212363900044444,3,3,4.0,4.0,4.0,29,0,1.0,0.0,6,2,0.0,0.0,1,0.0,0.0,41150,1.0,11,0,11.0,1,11,3,10
4002,7.122269076305,3,3,4.0,4.0,4.0,32,0,1.0,0.0,9,4,0.0,0.0,4,0.0,0.0,43270,8.0,13,0,4.0,4,0,0,0
4003,6.228564257028055,3,3,3.0,3.0,2.0,42,0,0.0,0.0,11,3,0.0,0.0,1,0.0,0.0,178560,3.0,18,0,10.0,2,6,3,3
4004,5.737131860776389,2,3,2.0,3.0,3.0,47,0,2.0,0.0,2,2,0.0,1.0,5,0.0,0.0,31960,4.0,14,1,7.0,3,2,2,0
4005,6.981154618473889,3,4,4.0,4.0,2.0,46,0,2.0,1.0,1,3,0.0,1.0,1,0.0,1.0,190810,3.0,21,0,12.0,2,9,4,7
4006,7.050216421240278,2,3,3.0,4.0,3.0,28,0,0.0,0.0,7,3,0.0,0.0,1,0.0,1.0,89660,1.0,16,1,3.0,3,3,2,2
4007,7.7707764390894445,3,3,4.0,3.0,3.0,29,0,2.0,0.0,16,3,0.0,1.0,1,0.0,1.0,22100,8.0,11,1,11.0,4,7,1,6
4008,6.426514948683611,3,3,4.0,3.0,3.0,42,0,2.0,0.0,2,4,0.0,1.0,2,0.0,0.0,45390,4.0,17,1,8.0,5,0,0,0
4009,9.877585899151944,3,3,3.0,2.0,2.0,32,1,2.0,0.0,1,1,0.0,0.0,2,0.0,0.0,27410,7.0,11,0,7.0,3,2,2,2
4010,7.424292726461389,3,3,1.0,1.0,3.0,46,0,2.0,0.0,23,1,0.0,0.0,2,0.0,1.0,34910,2.0,14,0,25.0,0,19,2,8
4011,6.65875167336,4,3,2.0,3.0,3.0,27,0,2.0,0.0,2,3,0.0,1.0,5,0.0,0.0,45410,1.0,14,2,9.0,4,9,5,8
4012,7.691446898705833,3,4,4.0,2.0,3.0,29,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,26780,1.0,25,1,1.0,3,1,0,0
4013,6.078872155287778,2,3,1.0,3.0,3.0,43,0,2.0,0.0,1,3,0.0,0.0,1,0.0,0.0,73790,7.0,13,2,21.0,3,16,6,14
4014,5.963064480142778,2,3,4.0,2.0,3.0,48,0,2.0,0.0,2,3,0.0,1.0,2,0.0,0.0,62720,4.0,14,0,29.0,3,22,12,9
4015,7.97500334672,2,3,4.0,4.0,2.0,29,1,1.0,0.0,13,2,0.0,1.0,1,0.0,0.0,52200,1.0,17,0,1.0,3,1,1,0
4016,7.613454930834444,4,4,3.0,2.0,3.0,46,1,2.0,0.0,4,4,0.0,1.0,2,0.0,0.0,27430,5.0,25,1,14.0,1,8,0,7
4017,7.287283578759444,3,4,4.0,1.0,2.0,27,0,1.0,0.0,16,4,0.0,0.0,3,1.0,0.0,49980,0.0,20,2,8.0,3,7,7,3
4018,6.206746987951667,3,3,4.0,4.0,3.0,39,0,2.0,0.0,2,3,0.0,0.0,3,1.0,1.0,102520,8.0,13,1,7.0,3,2,2,2
4019,5.979871709058333,3,3,2.0,4.0,4.0,55,0,2.0,0.0,2,3,0.0,1.0,1,0.0,0.0,27810,8.0,13,1,19.0,2,5,0,4
4020,6.420398259705278,4,3,2.0,2.0,3.0,28,0,2.0,0.0,29,2,0.0,0.0,2,0.0,0.0,68520,1.0,18,1,1.0,2,1,0,0
4021,7.284447791164444,3,3,2.0,4.0,2.0,30,1,2.0,0.0,12,4,0.0,1.0,2,0.0,0.0,49500,1.0,12,2,1.0,3,1,0,0
4022,9.879586122266666,3,3,4.0,2.0,3.0,22,1,2.0,0.0,16,2,0.0,1.0,2,0.0,0.0,35790,1.0,19,3,1.0,3,1,0,0
4023,8.918717090584444,2,3,2.0,3.0,3.0,36,0,2.0,0.0,11,3,0.0,0.0,1,0.0,0.0,131910,1.0,14,1,10.0,2,10,1,7
4024,6.922603748326389,3,3,2.0,3.0,3.0,31,0,2.0,0.0,2,4,0.0,1.0,5,0.0,1.0,103770,1.0,14,0,10.0,2,10,0,2
4025,7.710834448906667,3,3,3.0,4.0,3.0,34,0,2.0,0.0,14,2,0.0,1.0,1,0.0,0.0,22350,2.0,14,1,9.0,2,5,1,0
4026,6.918926818384445,2,3,4.0,1.0,3.0,29,0,2.0,0.0,5,5,0.0,1.0,1,0.0,0.0,105020,3.0,12,0,11.0,4,3,1,2
4027,8.618530789825833,4,3,4.0,1.0,3.0,37,0,2.0,0.0,7,2,0.0,0.0,1,0.0,0.0,20110,5.0,13,0,16.0,4,5,0,4
4028,10.169387550200556,2,4,4.0,2.0,3.0,35,0,2.0,0.0,2,1,0.0,0.0,2,0.0,0.0,18590,0.0,25,1,4.0,2,3,0,2
4029,7.025018964747778,2,3,2.0,4.0,2.0,45,0,2.0,0.0,3,3,0.0,1.0,2,0.0,0.0,37600,0.0,14,1,10.0,2,9,3,8
4030,6.046664435519722,1,3,2.0,4.0,2.0,36,0,1.0,0.0,5,3,0.0,1.0,4,0.0,0.0,177790,1.0,17,1,10.0,5,10,0,8
4031,6.585480812137222,3,3,1.0,3.0,3.0,40,0,2.0,0.0,3,3,0.0,0.0,1,0.0,1.0,68330,2.0,13,0,22.0,3,19,11,16
4032,8.8573058902275,2,3,2.0,3.0,2.0,26,0,2.0,0.0,26,2,0.0,0.0,2,0.0,0.0,68120,1.0,13,0,1.0,2,1,1,0
4033,7.1906381079875,2,4,1.0,3.0,2.0,27,0,2.0,0.0,4,3,0.0,0.0,2,0.0,0.0,51710,0.0,20,1,9.0,1,8,0,7
4034,6.7039301651047225,4,3,4.0,4.0,3.0,48,0,1.0,0.0,2,3,0.0,0.0,2,0.0,1.0,197400,3.0,14,0,24.0,2,22,4,7
4035,6.7140573404727775,3,3,2.0,1.0,3.0,44,0,2.0,0.0,1,2,0.0,0.0,4,0.0,0.0,187110,2.0,12,1,10.0,0,2,2,2
4036,9.545198572065834,3,3,4.0,1.0,3.0,34,1,0.0,0.0,27,2,0.0,1.0,1,0.0,0.0,36920,1.0,12,1,5.0,5,5,3,0
4037,6.423100178491667,3,4,1.0,4.0,3.0,56,1,2.0,1.0,1,2,0.0,1.0,5,0.0,0.0,25590,1.0,21,0,5.0,3,4,1,0
4038,7.116712405176111,3,3,3.0,2.0,1.0,36,0,2.0,0.0,13,3,0.0,1.0,3,1.0,0.0,25170,2.0,14,0,12.0,3,4,1,3
4039,6.125139446675556,3,3,3.0,2.0,3.0,41,0,2.0,0.0,5,3,0.0,1.0,1,0.0,0.0,66230,5.0,18,0,14.0,3,5,1,4
4040,7.034126506023889,3,3,3.0,1.0,4.0,42,0,2.0,0.0,7,3,0.0,1.0,2,0.0,0.0,182650,9.0,12,1,18.0,4,13,5,7
4041,7.6063933511825,2,4,3.0,4.0,3.0,31,0,2.0,0.0,9,4,0.0,1.0,1,0.0,1.0,161240,2.0,23,1,8.0,2,5,1,4
4042,9.049416555109167,3,3,4.0,4.0,2.0,34,0,2.0,0.0,8,1,0.0,1.0,3,0.0,0.0,25850,3.0,12,0,9.0,5,4,0,1
4043,6.363640116019444,4,4,1.0,3.0,2.0,31,0,2.0,0.0,25,2,0.0,1.0,3,0.0,1.0,182130,8.0,21,2,4.0,3,2,2,2
4044,5.858593261936389,4,3,3.0,4.0,3.0,26,0,1.0,0.0,16,2,0.0,0.0,2,1.0,0.0,83800,0.0,14,0,8.0,3,7,7,7
4045,7.228639000446111,3,3,2.0,3.0,3.0,45,0,1.0,0.0,8,4,0.0,1.0,2,0.0,0.0,29940,4.0,18,1,12.0,2,4,0,3
4046,5.8651952253455555,3,3,2.0,3.0,2.0,33,0,2.0,0.0,1,3,0.0,1.0,5,0.0,0.0,12230,1.0,13,1,10.0,3,10,0,9
4047,10.433987059348333,3,3,3.0,4.0,3.0,28,0,1.0,0.0,8,3,0.0,0.0,4,0.0,0.0,11180,1.0,11,0,7.0,3,7,0,7
4048,6.442073850959167,3,3,3.0,1.0,3.0,29,1,1.0,1.0,2,4,1.0,0.0,2,0.0,0.0,28750,1.0,11,0,1.0,3,1,0,0
4049,6.093245203034167,3,3,1.0,3.0,3.0,39,0,0.0,0.0,8,5,0.0,1.0,2,0.0,0.0,188240,6.0,19,1,10.0,4,3,1,2
4050,6.791540606871667,3,3,2.0,2.0,2.0,27,0,2.0,0.0,3,2,0.0,0.0,2,1.0,0.0,135770,1.0,12,1,6.0,2,5,1,2
4051,8.507339357429444,3,3,3.0,4.0,3.0,34,0,1.0,0.0,9,4,0.0,1.0,2,0.0,0.0,26250,1.0,12,3,16.0,4,15,6,11
4052,8.656827309236945,3,3,4.0,3.0,3.0,28,1,2.0,0.0,25,3,0.0,0.0,1,0.0,0.0,187890,3.0,16,1,6.0,4,2,2,2
4053,5.653811914323889,3,3,3.0,2.0,4.0,47,0,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,45380,8.0,11,0,16.0,3,8,1,7
4054,7.6115406068716664,3,3,4.0,1.0,3.0,56,0,2.0,0.0,4,3,0.0,1.0,2,0.0,0.0,198470,4.0,14,0,6.0,6,0,0,0
4055,6.509081883087778,3,3,1.0,1.0,3.0,39,0,2.0,0.0,1,3,0.0,1.0,1,0.0,0.0,105120,1.0,12,1,10.0,2,10,7,9
4056,10.73817826863,3,3,4.0,2.0,3.0,38,0,1.0,0.0,4,2,0.0,1.0,1,0.0,1.0,44440,1.0,13,0,20.0,2,20,0,7
4057,9.644905176260556,3,4,4.0,4.0,2.0,58,0,2.0,0.0,5,3,0.0,0.0,5,0.0,0.0,21540,4.0,21,1,29.0,3,1,0,0
